,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
2859,"tropical fruit, whole milk","root vegetables, yogurt",0.04229791560752415,0.025826131164209457,0.0056939501779359435,0.13461538461538464,5.212371290127196,0.004601558661483362,1.1257120262102467
2862,"root vegetables, yogurt","tropical fruit, whole milk",0.025826131164209457,0.04229791560752415,0.0056939501779359435,0.2204724409448819,5.212371290127195,0.004601558661483362,1.2285673203822671
2858,"tropical fruit, root vegetables","whole milk, yogurt",0.021047280122013217,0.05602440264361973,0.0056939501779359435,0.2705314009661836,4.828813663343767,0.004514788881827221,1.2940592626011307
2863,"whole milk, yogurt","tropical fruit, root vegetables",0.05602440264361973,0.021047280122013217,0.0056939501779359435,0.10163339382940109,4.828813663343767,0.004514788881827221,1.089702926571254
2734,"other vegetables, whole milk","root vegetables, pip fruit",0.07483477376715811,0.015556685307574987,0.005490594814438231,0.07336956521739131,4.716272378516624,0.004326413788878984,1.0623904393161654
2735,"root vegetables, pip fruit","other vegetables, whole milk",0.015556685307574987,0.07483477376715811,0.005490594814438231,0.35294117647058826,4.716272378516624,0.004326413788878984,1.4298008041780286
658,ham,white bread,0.026029486527707167,0.042094560244026434,0.005083884087442806,0.1953125,4.639851298309179,0.003988184298681162,1.1904067600850934
659,white bread,ham,0.042094560244026434,0.026029486527707167,0.005083884087442806,0.12077294685990338,4.639851298309178,0.003988184298681162,1.107757671916289
2788,"tropical fruit, root vegetables","other vegetables, whole milk",0.021047280122013217,0.07483477376715811,0.007015760040671073,0.33333333333333337,4.454257246376812,0.00544069159432621,1.387747839349263
2793,"other vegetables, whole milk","tropical fruit, root vegetables",0.07483477376715811,0.021047280122013217,0.007015760040671073,0.09375,4.4542572463768115,0.00544069159432621,1.0802236908998475
2723,"whole milk, fruit/vegetable juice","other vegetables, yogurt",0.026639552618200304,0.04341637010676157,0.005083884087442806,0.19083969465648853,4.395570016268302,0.003927291411492472,1.182192976566172
2718,"other vegetables, yogurt","whole milk, fruit/vegetable juice",0.04341637010676157,0.026639552618200304,0.005083884087442806,0.11709601873536299,4.395570016268302,0.003927291411492472,1.1024533449125424
2708,"root vegetables, citrus fruit","other vegetables, whole milk",0.017691916624300967,0.07483477376715811,0.005795627859684799,0.3275862068965517,4.377459707646177,0.004471657281597813,1.375886746705252
2705,"other vegetables, whole milk","root vegetables, citrus fruit",0.07483477376715811,0.017691916624300967,0.005795627859684799,0.07744565217391304,4.377459707646176,0.004471657281597813,1.0647698812437623
2720,"other vegetables, fruit/vegetable juice","yogurt, whole milk",0.021047280122013217,0.05602440264361973,0.005083884087442806,0.24154589371980675,4.3114407708426485,0.0039047227913340836,1.2446047684889854
2721,"yogurt, whole milk","other vegetables, fruit/vegetable juice",0.05602440264361973,0.021047280122013217,0.005083884087442806,0.09074410163339382,4.3114407708426485,0.0039047227913340836,1.0766525921212988
2733,"other vegetables, pip fruit","root vegetables, whole milk",0.026131164209456024,0.048906964921199794,0.005490594814438231,0.21011673151750973,4.29625375150667,0.004212598883096254,1.204093152784491
2736,"root vegetables, whole milk","other vegetables, pip fruit",0.048906964921199794,0.026131164209456024,0.005490594814438231,0.11226611226611227,4.29625375150667,0.004212598883096254,1.0970278923073808
2831,"tropical fruit, whole milk","other vegetables, yogurt",0.04229791560752415,0.04341637010676157,0.007625826131164209,0.18028846153846154,4.152545712484237,0.005789404172403374,1.166975923858027
2834,"other vegetables, yogurt","tropical fruit, whole milk",0.04341637010676157,0.04229791560752415,0.007625826131164209,0.1756440281030445,4.152545712484237,0.005789404172403374,1.1617579262374635
2706,"other vegetables, citrus fruit","root vegetables, whole milk",0.02887646161667514,0.048906964921199794,0.005795627859684799,0.2007042253521127,4.103796374923136,0.0043833677643496955,1.1899137531382347
2707,"root vegetables, whole milk","other vegetables, citrus fruit",0.048906964921199794,0.02887646161667514,0.005795627859684799,0.11850311850311851,4.103796374923135,0.0043833677643496955,1.1016755234961775
2711,root vegetables,"other vegetables, citrus fruit, whole milk",0.10899847483477376,0.013014743263853584,0.005795627859684799,0.05317164179104478,4.085492945429105,0.004377040693558613,1.042412014996206
2702,"other vegetables, citrus fruit, whole milk",root vegetables,0.013014743263853584,0.10899847483477376,0.005795627859684799,0.4453125,4.085492945429104,0.004377040693558613,1.6063126087485768
2804,"other vegetables, whole milk","whipped/sour cream, root vegetables",0.07483477376715811,0.01708185053380783,0.005185561769191663,0.06929347826086957,4.056555706521739,0.003907245348969745,1.0560989167987116
2805,"whipped/sour cream, root vegetables","other vegetables, whole milk",0.01708185053380783,0.07483477376715811,0.005185561769191663,0.30357142857142855,4.056555706521739,0.003907245348969745,1.328442376129209
2819,"root vegetables, yogurt","other vegetables, whole milk",0.025826131164209457,0.07483477376715811,0.007829181494661922,0.3031496062992126,4.050918991783636,0.005896488811707356,1.3276382342550388
2818,"other vegetables, whole milk","root vegetables, yogurt",0.07483477376715811,0.025826131164209457,0.007829181494661922,0.10461956521739131,4.050918991783636,0.005896488811707356,1.0879999506269225
1418,whipped/sour cream,"other vegetables, butter",0.07168276563294357,0.020030503304524657,0.005795627859684799,0.08085106382978724,4.036397019116536,0.004359785985796657,1.066170517238133
1415,"other vegetables, butter",whipped/sour cream,0.020030503304524657,0.07168276563294357,0.005795627859684799,0.2893401015228426,4.036397019116535,0.004359785985796657,1.3062749655022152
2704,"other vegetables, root vegetables","citrus fruit, whole milk",0.047381799694966954,0.030503304524656837,0.005795627859684799,0.1223175965665236,4.009978540772532,0.00435032639466293,1.1046099268741074
2709,"citrus fruit, whole milk","other vegetables, root vegetables",0.030503304524656837,0.047381799694966954,0.005795627859684799,0.19,4.009978540772532,0.00435032639466293,1.176071852228436
2791,"root vegetables, whole milk","tropical fruit, other vegetables",0.048906964921199794,0.035892221657346214,0.007015760040671073,0.14345114345114346,3.996719534963161,0.005260380415131313,1.1255724305408166
2790,"tropical fruit, other vegetables","root vegetables, whole milk",0.035892221657346214,0.048906964921199794,0.007015760040671073,0.19546742209631726,3.996719534963161,0.005260380415131313,1.1821684555732974
2845,"other vegetables, yogurt","whipped/sour cream, whole milk",0.04341637010676157,0.032231825114387394,0.005592272496187087,0.1288056206088993,3.9962248539070173,0.004192883647804431,1.11085217923698
2848,"whipped/sour cream, whole milk","other vegetables, yogurt",0.032231825114387394,0.04341637010676157,0.005592272496187087,0.17350157728706622,3.996224853907017,0.004192883647804431,1.1573931705196816
2861,"root vegetables, whole milk","tropical fruit, yogurt",0.048906964921199794,0.029283172343670564,0.0056939501779359435,0.11642411642411644,3.9758027258027266,0.004261799095342599,1.0986230449475163
2860,"tropical fruit, yogurt","root vegetables, whole milk",0.029283172343670564,0.048906964921199794,0.0056939501779359435,0.19444444444444445,3.975802725802726,0.004261799095342599,1.1806672159598899
690,root vegetables,herbs,0.10899847483477376,0.01626842907981698,0.007015760040671073,0.06436567164179105,3.9564773787313436,0.00524252608301334,1.0514060259485905
691,herbs,root vegetables,0.01626842907981698,0.10899847483477376,0.007015760040671073,0.43124999999999997,3.956477378731343,0.00524252608301334,1.5665960882025953
2750,"pip fruit, whole milk","other vegetables, yogurt",0.030096593797661414,0.04341637010676157,0.005083884087442806,0.16891891891891891,3.890673460345591,0.0037771992321706735,1.1510111969447097
2747,"other vegetables, yogurt","pip fruit, whole milk",0.04341637010676157,0.030096593797661414,0.005083884087442806,0.11709601873536299,3.890673460345591,0.0037771992321706735,1.098537810207954
2042,"other vegetables, root vegetables",onions,0.047381799694966954,0.031011692933401117,0.0056939501779359435,0.1201716738197425,3.875043973826779,0.00422456035516371,1.1013379294952075
2047,onions,"other vegetables, root vegetables",0.031011692933401117,0.047381799694966954,0.0056939501779359435,0.1836065573770492,3.8750439738267786,0.00422456035516371,1.1668616509760446
1548,"citrus fruit, pip fruit",tropical fruit,0.013828164717844434,0.10493136756481952,0.005592272496187087,0.4044117647058823,3.8540597925216593,0.004141264261432084,1.5028312840886977
1549,tropical fruit,"citrus fruit, pip fruit",0.10493136756481952,0.013828164717844434,0.005592272496187087,0.05329457364341085,3.8540597925216593,0.004141264261432084,1.0416881617309974
2732,"other vegetables, root vegetables","pip fruit, whole milk",0.047381799694966954,0.030096593797661414,0.005490594814438231,0.11587982832618027,3.850263890499942,0.004064564035616653,1.0970266681803151
2737,"pip fruit, whole milk","other vegetables, root vegetables",0.030096593797661414,0.047381799694966954,0.005490594814438231,0.18243243243243243,3.8502638904999418,0.004064564035616653,1.1651858978937595
61,berries,whipped/sour cream,0.033248601931875954,0.07168276563294357,0.009049313675648195,0.27217125382262997,3.796885505454703,0.006665961935742496,1.275461074109359
60,whipped/sour cream,berries,0.07168276563294357,0.033248601931875954,0.009049313675648195,0.12624113475177304,3.7968855054547026,0.006665961935742496,1.106428142269525
2833,"yogurt, whole milk","tropical fruit, other vegetables",0.05602440264361973,0.035892221657346214,0.007625826131164209,0.13611615245009073,3.7923579584890716,0.005614985853258997,1.1160155165268955
2832,"tropical fruit, other vegetables","yogurt, whole milk",0.035892221657346214,0.05602440264361973,0.007625826131164209,0.21246458923512745,3.7923579584890716,0.005614985853258997,1.1986452729021662
2749,"pip fruit, yogurt","other vegetables, whole milk",0.017996949669547534,0.07483477376715811,0.005083884087442806,0.2824858757062147,3.7747942765905185,0.0037370864304232853,1.289403504277268
2748,"other vegetables, whole milk","pip fruit, yogurt",0.07483477376715811,0.017996949669547534,0.005083884087442806,0.06793478260869565,3.774794276590518,0.0037370864304232853,1.0535776166810684
